id	text	title
18572325	board of the New York Philharmonic and the Metropolitan Opera, director emeritus of the Lincoln Center for the Performing Arts, the chairman’s council of the Metropolitan Museum of Art, Vice President of Venetian Heritage, and is former Chairman of the Board of the Friends of the Budapest Festival Orchestra. Soros has received several awards and honors for her philanthropic work, including: Daisy Soros Daisy M. Soros (née Schlenger) is a Hungarian-born American philanthropist and supporter of the arts. She is the chairman of the Paul & Daisy Soros Fellowship for New Americans, a fellowship program that supports two years of	Daisy Soros
16634273	"album sold approximately 5,300 units in an abbreviated week, debuting at number 83 on the ""Billboard"" 200 and appearing on several other ""Billboard"" charts as well. The album sold an estimated 3,700 the next week. During 2012, Stevens toured with the rest of Black Hippy and fellow American rapper Stalley, on BET's Music Matters Tour. In late 2012, Stevens was featured on Joe Budden's mixtape ""A Loose Quarter"" on the track ""Cut From a Different Cloth"". The song received praise as one of the best songs on the project. Budden has since announced that he and Ab-Soul have recorded many"	Ab-Soul
19088797	"so popular that it led to three new commissions:""The Great Spavaldos"", commissioned in 2012 by the Roundhouse as part of CircusFest; ""Rebels and Rubble"", commissioned by Battersea Arts Centre to celebrate its 120th birthday in 2013; and ""Le Grand Voyage"", for Harrogate Theatre as part of the 2014 Yorkshire Festival. Il Pixel Rosso's second show is another immersive and multi-sensory theatrical experience, in which two audience members at a time each takes on the role of a circus acrobat. Lyn Gardner described her own experience in the Guardian: 'In this neat little show, with the aid of video goggles, you"	Simon Wilkinson (transmedia artist)
4220841	traffic congestion in western Seoul and northern Incheon. Nine stations were added October 27, 2012, for the 10.2 km extension, starting from Onsu Station of Line 7 and ending at Bupyeong-gu Office Station of Incheon Subway Line 1. There are two future planned stations, Baekmajang and Seoknam, the latter of which would be a transfer station with Incheon Subway Line 2. Construction on the 3.94 km extension began in 2013 and is due to be completed in 2020. The further extension, in the conception stage as of 2012, would see the line extended another 12.2 km ending the line on	Seoul Subway Line 7
6595927	"payroll two years after his arrest. Helena Kempner Kobrin (born April 27, 1948) received her B.A. at Hofstra University and her J.D. at Seton Hall University. She was admitted to the bar in 1978, and at the California bar in 1991. She caused controversy on usenet in the mid-1990s when she tried to get the newsgroup alt.religion.scientology shut down, and later e-mailed legal warnings to participants who had quoted as few as six lines of Scientology texts. Moxon & Kobrin Moxon & Kobrin is a ""captive"" law firm of the Church of Scientology, meaning that it has no other clients"	Moxon & Kobrin
5205663	"has been the subject of two documentary films: the 2001 film ""Dita and the Family Business"", exploring the store from the point of view of its owners, and the 2013 feature documentary ""Scatter My Ashes at Bergdorf's"", which features many testimonials from designers and celebrities. The store has also made several appearances in the cartoon Neo Yokio. The protagonist, Kaz Kaan, and his rival, Arcangelo, both buy their suits from Bergdorf's. Bergdorf Goodman Bergdorf Goodman Inc. is a luxury department store based on Fifth Avenue in Midtown Manhattan in New York City. The company was founded in 1899 by Herman"	Bergdorf Goodman
6726329	debut in the 4–1 over Grimsby Town after coming off the bench. He made his move permanent on 1 January 2009. Due to a knee injury in January 2009, he decided to hang up his boots on 29 May 2009. After joining Sheffield United, being part of the Academy, Barker was named the manager of Bury's youth team from July 2010. Barker became caretaker manager of Bury in April 2011 after Alan Knill left for Scunthorpe United with eight games left in the season. Barker led Bury to six consecutive victories and promotion to League One. He was named Football	Richie Barker (footballer, born 1975)
6143425	attracted an increasing number of young people away from the folds of Orthodoxy. A group of young Orthodox Jews decided to do what they could to make Orthodox Judaism more relevant to their peers, and combat the wave of assimilation by Jews into Reform and secular American society. It developed informally with two programs, one for education and one for worship. The group developed a Friday night (Sabbath) lecture series in 1912, given in English. This was a major innovation in the Orthodox world. They were initially advised by rabbis Israel Friedlander and Mordecai Kaplan on topics and speakers. However,	National Council of Young Israel
12151049	chancellor and returned to the classroom as a tenured professor of chemistry. Senator Nunez's last election victory occurred on October 19, 1991, when he defeated fellow Democrat Mary B. Faucheux, 29,553 (68.2 percent) to 13,793 (31.8 percent). In the 1987 nonpartisan blanket primary, Nunez faced tougher competition, but he prevailed with 23,370 votes (50.7 percent) over six opponents, including the runner-up and only Republican in the field, Lynn Dean, an industrialist from Braithwaite in Plaquemines Parish, who drew 11,916 ballots (25.8 percent). Early in 1995, Nunez removed state Senator Foster Campbell of Bossier Parish, much later a candidate for governor	Samuel B. Nunez Jr.
900425	"Potter. They became neighbors, after the series ended, until his death on December 7, 2011. Swit continues to stay close to Alda, along with his wife, three daughters and seven grandchildren. In 1981, Swit played the Christine Cagney role in the movie pilot for the television series ""Cagney & Lacey"" but was precluded by contractual obligations from continuing the role. Actress Meg Foster portrayed Cagney for the first six episodes of the television series, with Sharon Gless taking over the role from that point on. Swit also guest-starred in shows such as ""Bonanza"", ""The Love Boat"", ""Win, Lose or Draw"","	Loretta Swit
6528787	oversight, the pilot's improper in-flight decision, and conditions conducive to pilot fatigue, fog, and night. April 8, 2003 St Louis, Missouri: an Aircraft Dassault Aviation DA-20C N179GA. The twin engine turbofan powered airplane was ditched into a river after a complete loss of power from both engines. Both pilots received serious injuries. The NTSB determined the probable cause(s). The pilot in command's improper in-flight decision not to divert to an alternate destination resulting in the exhaustion of the airplane's fuel supply, and his failure to relay his low fuel state to air traffic control in a timely manner. http://www.ntsb.gov/, http://www.aircargoworld.com/Air-Cargo-Excellence,	Grand Aire Express
18066404	"in elegant Parisian fashion and calling himself Cheng-Tsai Loo (Lu Qin Zhai), opened his own store on Rue Taitbout under the name ""Laiyuan and Company"" with branches soon to open in Beijing and Shanghai. Loo realized that Westerners preferred later works such as Qing dynasty three-color porcelains, which could supply in good quantities because of the political ties he formed. A friend remarked on Loo's sources in China: ""being in touch with important people... he was able to know of precious works of art which had been hidden from the storms of many revolutions."" Loo's timing was good. The reports"	C. T. Loo
20201646	"publishing it in his book """"Lepanto: la batalla, la galera ""Real"", recuerdos, reliquias y trofeos""."" Thanks to all this data The Maritime Museum of Barcelona began the construction of a replica in 1965, being finished in 1971, just for celebration of the centenary of the construction of the original galley, that was built in the same shipyard where the museum is located nowadays, her role as the Flagship of the Juan of Austria admiral of the Holy League against the Turks in the Battle of Lepanto in the Gulf of Corinth in 1571. In the years 1975-1978 Martínez-Hidalgo attended the"	José María Martínez-Hidalgo y Terán
9111301	Vellamo Vellamo (also known as Wellamo) is the goddess of water, lakes and seas in Finnish mythology. She is said to be tall and beautiful, and is much respected by fishermen, who pray to her for good fishing luck. Vellamo can also control the winds to help sailors, and she controls the storms and waves. Vellamo has magical cows that live on underwater fields. Sometimes, during the morning mist, she brings her cows above the surface to eat water hay. Vellamo wears a blue dress that is made from sea foam. Her name comes from the Finnish word 'velloa', which	Vellamo
18222704	"Coco, who was evidently not housebroken. After three months, van Genk was released and allowed to return home, but his apartment, which had been such a peculiar live-in ""Gesamtkunstwerk"", had been drastically transformed by cleaning, to the violated artist's chagrin. Not long thereafter, the police again involuntarily seized van Genk, who was placed under ‘compulsory psychiatric treatment for a maximum of six months because he was charged for the “nuisance caused to neighbors.”’ The approbation of the art world had not entailed the wider social acceptance of this troubled, difficult figure. The sad denouement of the artist’s life coincided with"	Willem van Genk
12898388	petrol station. In 2009, Moorlands and City Railways Ltd (MCR) bought the 20 miles of railway line from Stoke in the west-direction of Leek, with a view to reconnect Leek with the national network. A new station could be constructed in Leek, possibly on the Cornhill development on the outskirts of the town, although MCR would prefer it to be closer to the town centre, of course. Following its initial refusal of planning permission in September 2014, Moorlands District Council accepted a second proposal which would see a station provided next to the 17-acre Barnfield Industrial Estate in Cornhill, on	Leek railway station
3005316	"co-editor and best friend, but the magazine itself is in serious trouble, having been scooped by a rival magazine named ""Sparkle"" so often that the editor-in-chief believes someone inside ""Poise"" is tipping them off. Jenna, freaking out like the frightened teen she still is, wants only to find Matty. She gets his address and races down to Greenwich Village where the now-grown Matt (Mark Ruffalo) is a struggling photographer. To her confusion, he is distant and cold, and cannot even fill Jenna in on much of her missing past, because she became head of the ""Six now seven Chicks"", and"	13 Going on 30
5633783	"rhetoric earned for him the contemptuous nickname of Rosita la Pastelera (Rosie the compromiser/cake maker). Exiled in 1823, he took refuge in Paris, where he issued his ""Obras literarias"" (1827), including his ""Arte poética"", in which he exaggerated the literary theories already promulgated by Luzan. Returning to Spain in 1831, he became prime minister on the death of Ferdinand VII, but proved incapable of coping with the insurrectionary movement and resigned in 1834. It is worth noting that, before retiring, Martinez de la Rosa, as President of the Cabinet, approved the royal decree that finally abolished the Spanish Inquisition. He"	Francisco de Paula Martínez de la Rosa y Berdejo
14801725	"Sir Richard Poore, 4th Baronet Admiral Sir Richard Poore, 4th Baronet, KCB, CVO (7 July 1853 – 1930) was a Royal Navy officer who went on to be Commander-in-Chief, The Nore. Poore served in the Naval Brigade as part of the Perak expedition to Malaya in 1875. He also took part in the Bombardment of Alexandria in 1882 and the unsuccessful Nile Expedition to Khartoum to relieve General Gordon in 1884. He became Captain of HMS ""Hawke"" in 1897 and in that capacity was involved in operations that led to the pacification of Crete later that year. In April 1898"	Sir Richard Poore, 4th Baronet
3109892	list MacNaughton Mountain at , and some argue that it should be included in the High Peaks. However, more recent surveys list the mountain at . Adirondack High Peaks The Adirondack High Peaks is the name given to 46 mountain peaks in the Adirondack Mountains of New York, United States that were originally believed to comprise all of the Adirondack peaks higher than . However, later surveying showed that four of the peaks in the group are actually under this elevation, and one additional peak that is close to this elevation had been overlooked. Due to tradition, no mountains were	Adirondack High Peaks
12647257	"victory earned Colorado State their first-ever trip to the Holiday Bowl in San Diego, where the Rams lost a hard fought 24–14 affair to Michigan. Colorado State would finish the season with a 10–2 record. Though the season ended on a down note, the Rams' 10 wins were a program record for victories in a single season. The 10–2 campaign was the start of 10 straight winning seasons under Lubick, and also earned him National Coach of the Year honors from ""Sports Illustrated"". Lubick's Rams followed up their breakout campaign in 1994 with a strong 1995 season. With Smith earning"	Colorado State Rams football
3327376	state's attorney, like the Boer republics of the Orange Free State (1854–1902) and the South African Republic (1852–1902) in South Africa. In these cases the position corresponded to that of the attorney general in the British judicial system. It is used within the Attorney-General's Department of Sri Lanka. The principal duties of the state's attorney are usually mandated by law and include representing the State in all criminal trials for crimes which occurred in the state's attorney's geographical jurisdiction. The geographical jurisdiction of a state's attorney may be delineated by the boundaries of a county, judicial circuit, or judicial district.	State's attorney
7980550	Homer Township, Medina County, Ohio Homer Township is one of the eighteen townships of Medina County, Ohio, United States. The 2000 census found 1,461 people in the township. Located in the part of the county, it borders the following townships: No municipalities are located in Homer Township, although the unincorporated community of Homerville lies at the center of the township. Homer Township was established in 1839, and named after Homer, an ancient Greek poet. Statewide, the only other Homer Township is located in Morgan County. The township is governed by a three-member board of trustees, who are elected in November	Homer Township, Medina County, Ohio
9901202	"during 1-on-1 talk with fellow co-host, Jeong Hyeong-don, on ""Pause"" special (S04E300) that aired on October 20, 2012. He said, ""I think my life on television and variety shows will be tied to the fate of ""Infinite Challenge""... When will we ever get to do another program like this? No matter how hard you try, it's going to be impossible to do another film like this."" Yoo also co-hosts ""Come to Play"" with Kim Won-hee and ""Happy Together Season 3"". In particular, ""Happy Together"" is one of the longest running talk shows in Korea and has consistently earned high ratings."	Yoo Jae-suk
14829048	martial arts application requires a wide range of foot motion. The canvas material of the American version is much thicker and uses higher quality materials. 3. Color of the Shoe The original Chinese Feiyues originally came in only two colors, black and white with HI and LO version of each. The shoes were previously only available in a limited range of styles—simple stripes with some different colors. Now with BBC International on board the range of colors and style has grown tremendously. Feiyue China has also expanded to a wider range of colors and styles. 4. Style of the Shoe	Feiyue
689613	the Oxus bend, is the mountainous district of Darwaz, of which the physiography belongs rather to the Pamir type than to that of the Hindu Kush. A very remarkable meridional range extends for 100 miles northwards from the Hindu Kush (it is across this range that the route from Zebak to Ishkashim lies), which determines the great bend of the Oxus river northwards from Ishkashim, and narrows the valley of that river into the formation of a trough as far as the next bend westwards at Kala Wamar. The western slopes of this range drain to the Oxus either northwestwards,	Badakhshan
15002827	"Battle was named one of the Masters of African American Choreography by the Kennedy Center for the Performing Arts in 2005. In 2015 Battle was named a Ford Foundation ""Art of Change"" Fellow. He began the directorship on July 1, 2011, and is its third director since the company's 1958 inception. When receiving the position Battle says, ""I hope to be worthy of this tremendous responsibility that I've been given, and to honor it in the only way Alvin Ailey would have accepted: by keeping it now, alive and moving forward"". Although Battle was never formally part of the Ailey"	Robert Battle
13743947	"the Salford team earned the name ""Les Diables Rouges"", the seventeen players were; Joe Bradbury, Bob Brown, Aubrey Casewell, Paddy Dalton, Bert Day, Cliff Evans, Jack Feetham, George Harris, Barney Hudson, Emlyn Jenkins, Alf Middleton, Sammy Miller, Harold Osbaldestin, Les Pearson, Gus Risman, Billy Watkins and Billy Williams. Paddy Dalton Patrick Dalton (birth registered second ¼ – death unknown), also known by the nickname of ""Paddy"", was an English professional rugby league footballer who played in the 1930s and 1940s. He played at representative level for England, and English League XIII, and at club level for Salford, as a ,"	Paddy Dalton
11225650	Owen Vincent Coffin Owen Vincent Coffin (June 20, 1836 – January 13, 1921) was an American politician and the 56th Governor of Connecticut from 1895 to 1897. Coffin was born in Mansfield, New York. He studied at Cortland Academy and the Charlottesville Seminary. At seventeen he went to New York to be a salesman for a mercantile house, and two years later, in 1855, he became the New York representative of a prominent Connecticut manufacturing firm. In 1858, he married Ellen Elizabeth Coe, and they had two children. When the American Civil War broke out in 1861, he was a	Owen Vincent Coffin
1743560	"to come for a drink with his lady friend, but he turns down the invitation. Hubble inquires about their daughter Rachel, and if Katie's new husband is a good father to her. He shows no intention of meeting her, implying that he has not been a part of Rachel's life in the past, nor does he plan to be in her life in the future, to which Katie seems resigned, but content. Katie has remained faithful to who she is: flyers in hand, she is agitating now for ""Ban the bomb"", the new political cause. Their past is behind them,"	The Way We Were
17071483	two seasons, Campbell retired from the game in 1992. Greg Campbell (footballer) Gregory Robert Campbell (born 13 July 1965) is an English former footballer who played as a forward for West Ham United, Brighton & Hove Albion, Sparta Rotterdam, Plymouth Argyle and Northampton Town. Born in Portsmouth, Campbell started his football career in the youth team at West Ham United making his first team debut on 4 September 1984 in a 3-1 home win against Coventry City. In his second game, against Watford he suffered a broken jaw and did not play first-team football until 24 August 1985. The success	Greg Campbell (footballer)
6769057	"meets N-2. N-50 continues due north from Syracuse, meeting US 34 near Avoca. Near Manley, N-50 meets N-1. It continues north and curves northeast before meeting N-66. N-50 and N-66 overlap until the southwestern edge of Louisville, where they separate, though signage on N-50 has ""To N-66"" signs in the Louisville area, due to a gap in that highway in Louisville. After passing through Louisville, N-50 immediately crosses the Platte River and then immediately meets N-31. N-50 then goes northeast briefly and turns north to go through Springfield, where the highway becomes divided. As the highway approaches Omaha, it meets"	Nebraska Highway 50
20959563	"Bulletin de la Société Géologique de France The Bulletin de la Société Géologique de France, otherwise known as ""BSGF - Earth Sciences Bulletin"" is a peer-reviewed open access scientific journal covering Earth sciences. The journal publishes articles, short communications, reviews, comments and replies. It is published by EDP Sciences and the editor-in-chief is Laurent Jolivet (Sorbonne Université, Paris). The journal was established in 1830. It is a publication of the Société géologique de France. Most of the older content, published before 1924 is available online at the Biodiversity Heritage Library. The journal is a historically important venue for great debates"	Bulletin de la Société Géologique de France
5629937	the central modes of human thought and expression: mathematics, philosophy, literature, science, history, languages, and the fine and performing arts. All students develop a common core of knowledge in these fields, thereby achieving that sense of shared purpose and reciprocated understanding which is essential to the life of an intellectual community, while at the same time building a strong foundation for later and more specialized work. By completing the Common Curriculum, all students satisfy the requirements for the Certificate of Excellence in undergraduate education awarded by the State Board of Regents. Read on for a more detailed description of the	Louisiana Scholars' College
10825225	Raffles Hospital Raffles Hospital (abbreviation: RH)(Chinese: 莱佛士医院 : Lái fú shì yīyuàn) is a tertiary care private hospital of the Raffles Medical Group, a private healthcare provider in Singapore. On 12 September 1997, two companies, Raffles Medical Group and Pidemco Land formed a joint-venture company to convert Blanco Court. A former office-and-shopping block situated near the Bugis Mass Rapid Transit Station, into the present Raffles Hospital. Raffles Hospital is officially opened on 16 March 2002 by the former Deputy Prime Minister Lee Hsien Loong. The hospital is a L-shaped building covering of floor space over 13 floors. It is a	Raffles Hospital
14652525	"and retreated back to their ship due to fatigue and heat exhaustion. The event is regarded as a failure in United States naval history. On 12 March 1867, the United States merchantman ""Rover"" was sailing off Oluanpi, Formosa when she wrecked on an uncharted reef and began drifting out to sea. Her crew of over two dozen safely made it ashore but were attacked and killed by the Paiwanans. The Royal Navy ship reached the ""Koalut country"" on March 26, discovered the fate of the ""Rover"" and informed the American East India Station. Squadron commander Rear Admiral Henry H. Bell"	Formosa Expedition
19496355	Antaeotricha fumifica Antaeotricha fumifica is a moth in the family Depressariidae. It was described by Lord Walsingham in 1912. It is found in Mexico (Vera Cruz). The wingspan is about 24 mm. The forewings are white, with a somewhat clearly denned dark purplish fuscous shade along the dorsal half, interrupted before and behind the middle by patches of greyish fuscous suffusion, beyond the outer of which a curved shade of the darker colour arises from the tornus reaching to two-thirds of the width of the wing. A dark purplish fuscous spot at the end of the cell touches the upper	Antaeotricha fumifica
4208657	others obtained any more work for RAI, and working for Berlusconi's own TV networks (the other half of the TV system) was obviously unviable. A legal dispute has been ongoing, since Santoro contested a violation of his contract by RAI. He was supported by a court decision that should have forced RAI to give him the direction of a news magazine, but in the end Santoro was omitted. In the 2004 European elections, Santoro accepted the offer of candidacy proposed by the centre-left confederation called United in the Olive Tree. He was elected as MEP with a great poll success,	Michele Santoro
20014681	cycles of the polyomaviruses in which it occurs. One hypothesis for the evolutionary role of MTag relies on the observation that MPyV LTag lacks an apparent ability to bind the host cell tumor suppressor protein p53, which interacts with the LTag proteins of other polyomaviruses such as SV40. The function of MTag is thus hypothesized to indirectly replace this lost interaction. MTag's most distinctive property is its efficiency as an oncoprotein. It has the ability to induce neoplastic transformation in a variety of cell types and can immortalize cells in culture. Its effectiveness in transformation is thought to be somewhat	Middle tumor antigen
8242780	"of the portrayal of Chakotay—a Native American character—as dismissive of Torres' sincere belief in her experiences, writing that ""[n]o Native person would ever dismiss another's visions as hallucinations or tell them to ignore their religious beliefs"". She cited it as one instance in which the series represented Chakotay as ""the quintessential Tonto in outer space"". ""Barge of the Dead"" was first broadcast on October 6, 1999, on UPN at 8:00 pm Eastern Standard Time in the United States. The episode received a Nielsen rating of 3.8/6 ratings share. This means 3.8 percent of all households with a television viewed the"	Barge of the Dead
7325785	Duxbury Woods Duxbury Woods is an area of woodland and parkland situated in Chorley, Lancashire, at the foot of the West Pennine Moors. The area originally existed as a township with the council meeting at the Yarrow Bridge pub; this was absorbed into Chorley Rural District in the early 20th century. Duxbury today is home to Duxbury Jubilee Park, Duxbury Golf Course, the woods and the River Yarrow. It was also home to Duxbury Hall, the seat of the Standish family. The estate and grounds still exist with the gardens, stables, coachhouse, 16th century barn and Lodges on Bolton Road	Duxbury Woods
